,ParcelId,OwnerName,Address,City,State,Zip
9702,178-00-03-012-000,CURRENT RESIDENT,84 KENNEDY RD,Fairfield,SC,
9703,160-00-00-071-000,CURRENT RESIDENT,6039 RESERVOIR RD,Fairfield,SC,
9704,160-00-00-050-000,CURRENT RESIDENT,6369 LANDIS RD,Fairfield,SC,
9705,160-00-00-052-000,CURRENT RESIDENT,RESERVOIR RD,Fairfield,SC,
9706,160-00-00-051-000,CURRENT RESIDENT,RESERVOIR RD,Fairfield,SC,
9707,160-00-00-053-000,CURRENT RESIDENT,6325 LANDIS RD,Fairfield,SC,
9708,160-00-00-054-000,CURRENT RESIDENT,6289 LANDIS ROAD,Fairfield,SC,
9709,160-00-00-058-000,CURRENT RESIDENT,RESERVOIR RD-LOT B,Fairfield,SC,
9710,161-00-05-001-000,CURRENT RESIDENT,5087 RESERVOIR RD,Fairfield,SC,
9711,161-00-05-003-000,CURRENT RESIDENT,4967 RESERVOIR RD,Fairfield,SC,
9712,160-00-00-080-000,CURRENT RESIDENT,5717 RESERVOIR RD,Fairfield,SC,
9713,160-00-00-101-000,CURRENT RESIDENT,LENDERS LANE,Fairfield,SC,
9714,178-00-03-009-000,CURRENT RESIDENT,LANDIS RD,Fairfield,SC,
9715,178-00-03-011-000,CURRENT RESIDENT,56 KENNEDY RD,Fairfield,SC,
9716,160-00-00-081-000,CURRENT RESIDENT,5657 RESERVOIR RD,Fairfield,SC,
9717,180-00-03-047-000,CURRENT RESIDENT,CHAPPELLTOWN & OLLIE RDS,Fairfield,SC,
9718,180-00-03-048-000,CURRENT RESIDENT,OLLIE LANE,Fairfield,SC,
9719,180-00-03-049-000,CURRENT RESIDENT,1828 CHAPPELLTOWN RD RD,Fairfield,SC,
9720,180-00-03-050-000,CURRENT RESIDENT,OLLIE RD RD,Fairfield,SC,
9721,180-00-03-059-000,CURRENT RESIDENT,81 83 OLLIE RD,Fairfield,SC,
9722,180-00-03-055-000,CURRENT RESIDENT,139 OLLIE RD RD,Fairfield,SC,
9723,180-00-03-061-000,CURRENT RESIDENT,53 OLLIE ROAD,Fairfield,SC,
9724,180-00-03-066-000,CURRENT RESIDENT,TRACT B,Fairfield,SC,
9725,179-00-03-003-000,CURRENT RESIDENT,2202 JACKSON CREEK ROAD,Fairfield,SC,
9726,180-00-03-043-000,CURRENT RESIDENT,OFF OLLIE RD RD,Fairfield,SC,
9727,180-00-03-044-000,CURRENT RESIDENT,188 OLLIE RD RD,Fairfield,SC,
9728,180-00-03-046-000,CURRENT RESIDENT,OLLIE RD-TRACT F,Fairfield,SC,
9729,180-00-03-117-000,CURRENT RESIDENT,PARCEL D-JACKSON CREEK RD RD,Fairfield,SC,
9730,179-00-03-006-000,CURRENT RESIDENT,176 RAVENS PL,Fairfield,SC,
9731,180-00-03-118-000,CURRENT RESIDENT,1658 JACKSON CREEK RD RD,Fairfield,SC,
9732,180-00-03-056-000,CURRENT RESIDENT,1517 CHAPPELLTOWN RD OFF OLLIE RD,Fairfield,SC,
9733,179-00-03-004-000,CURRENT RESIDENT,1986 JACKSON CREEK RD RD,Fairfield,SC,
9734,180-00-03-114-000,CURRENT RESIDENT,494 THAMES WAY DR TRACT,Fairfield,SC,
9735,180-00-03-115-000,CURRENT RESIDENT,500 THAMES WAY DR,Fairfield,SC,
9736,180-00-03-004-000,CURRENT RESIDENT,CHAPPELLTOWN RD RD,Fairfield,SC,
9737,179-00-03-005-000,CURRENT RESIDENT,JACKSON CREEK RD-TRACT 2-B,Fairfield,SC,
9738,179-00-03-007-000,CURRENT RESIDENT,200 RAVENS PL,Fairfield,SC,
9739,180-00-03-062-000,CURRENT RESIDENT,13 OLLIE RD RD,Fairfield,SC,
9740,180-00-03-051-000,CURRENT RESIDENT,CHAPPELLTOWN RD RD,Fairfield,SC,
9741,162-00-02-079-000,CURRENT RESIDENT,42 RAMBLE DR,Fairfield,SC,
9742,162-00-02-082-000,CURRENT RESIDENT,1030 CHAPPELLTOWN ROAD,Fairfield,SC,
9743,180-00-03-121-000,CURRENT RESIDENT,PARCEL A-JACKSON CREEK RD RD,Fairfield,SC,
9744,180-00-03-120-000,CURRENT RESIDENT,PARCEL B-JACKSON CREEK RD RD,Fairfield,SC,
9745,180-00-03-002-000,CURRENT RESIDENT,CHAPPELLTOWN RD LOT 3,Fairfield,SC,
9746,180-00-03-001-000,CURRENT RESIDENT,1354 CHAPPELLTOWN ROAD LOT 2,Fairfield,SC,
9747,180-00-03-123-000,CURRENT RESIDENT,TRACT B,Fairfield,SC,
9748,180-00-03-119-000,CURRENT RESIDENT,1654 JACKSON CREEK RD RD,Fairfield,SC,
9749,162-00-02-106-000,CURRENT RESIDENT,CHAPPELLTOWN ROAD,Fairfield,SC,
9750,162-00-06-097-000,CURRENT RESIDENT,1215 CHAPPELLTOWN RD RD,Fairfield,SC,
9751,162-00-06-098-000,CURRENT RESIDENT,CHAPPELLTOWN RD RD,Fairfield,SC,
9752,180-00-01-007-000,CURRENT RESIDENT,CHAPPELLTOWN RD RD,Fairfield,SC,
9753,180-00-01-008-000,CURRENT RESIDENT,CHAPPELLTOWN RD RD,Fairfield,SC,
9754,180-00-01-009-000,CURRENT RESIDENT,1543 CHAPPELLTOWN RD RD,Fairfield,SC,
9755,180-00-01-010-000,CURRENT RESIDENT,1567 CHAPPELLTOWN RD RD,Fairfield,SC,
9756,180-00-01-011-000,CURRENT RESIDENT,1659 CHAPPELLTOWN RD RD,Fairfield,SC,
9757,180-00-01-012-000,CURRENT RESIDENT,1689 CHAPPELLTOWN RD RD,Fairfield,SC,
9758,180-00-01-016-000,CURRENT RESIDENT,OFF CHAPPELLTOWN RD RD,Fairfield,SC,
9759,180-00-01-014-000,CURRENT RESIDENT,OFF CHAPPELLTOWN RD RD,Fairfield,SC,
9760,180-00-01-013-000,CURRENT RESIDENT,1713 CHAPPELLTOWN RD RD,Fairfield,SC,
9761,180-00-01-020-000,CURRENT RESIDENT,189 FLEMMING LANE,Fairfield,SC,
9762,180-00-01-021-000,CURRENT RESIDENT,1895 CHAPPELLTOWN RD RD,Fairfield,SC,
9763,180-00-01-022-000,CURRENT RESIDENT,CHAPPELL TOWN RD-TRACT E,Fairfield,SC,
9764,180-00-01-024-000,CURRENT RESIDENT,1931 CHAPPELLTOWN RD RD,Fairfield,SC,
9765,180-00-01-026-000,CURRENT RESIDENT,1951 CHAPPELLTOWN RD RD,Fairfield,SC,
9766,180-00-01-037-000,CURRENT RESIDENT,OFF CHAPPELLTOWN RD RD,Fairfield,SC,
9767,180-00-01-015-000,CURRENT RESIDENT,1815 & 1797 CHAPPELLTOWN RD RD,Fairfield,SC,
9768,180-00-01-039-000,CURRENT RESIDENT,2101 CHAPPELLTOWN RD RD,Fairfield,SC,
9769,180-00-01-023-000,CURRENT RESIDENT,1885 CHAPPELLTOWN RD RD,Fairfield,SC,
9770,180-00-01-017-000,CURRENT RESIDENT,OFF CHAPPELLTOWN RD RD,Fairfield,SC,
9771,180-00-01-018-000,CURRENT RESIDENT,193 FLEMMING LANE,Fairfield,SC,
9772,162-00-06-099-000,CURRENT RESIDENT,CHAPPELLTOWN RD RD,Fairfield,SC,
9773,180-00-01-040-000,CURRENT RESIDENT,2135 CHAPPELL TOWN RD,Fairfield,SC,
9774,180-00-01-025-000,CURRENT RESIDENT,CHAPPELLTOWN RD-TRACT C,Fairfield,SC,
9775,162-00-06-094-000,CURRENT RESIDENT,1043 CHAPPELLTOWN ROAD,Fairfield,SC,
9776,162-00-06-092-000,CURRENT RESIDENT,114 ARDEN`S DRIVE,Fairfield,SC,
9777,180-00-01-041-000,CURRENT RESIDENT,CHAPPELLTOWN RD RD,Fairfield,SC,
9778,163-00-00-025-000,CURRENT RESIDENT,1995 & 1993 STATE HWY 269,Fairfield,SC,
9779,163-00-00-024-000,CURRENT RESIDENT,STATE HWY 269,Fairfield,SC,
9780,163-00-00-032-000,CURRENT RESIDENT,STATE HWY 269,Fairfield,SC,
9781,181-00-02-001-000,CURRENT RESIDENT,73 GREENBRIER MOSSYDALE RD,Fairfield,SC,
9782,181-00-04-002-000,CURRENT RESIDENT,2437 STATE HWY 269-TRACT A,Fairfield,SC,
9783,181-00-04-010-000,CURRENT RESIDENT,564 GREENBRIER MOSSYDALE RD,Fairfield,SC,
9784,163-00-00-021-000,CURRENT RESIDENT,SC-269 & GREENBRIER MOSSYDALE RD RD,Fairfield,SC,
9786,181-00-01-031-000,CURRENT RESIDENT,3282 STATE HWY 269,Fairfield,SC,
9787,181-00-04-004-000,CURRENT RESIDENT,GREENBRIER MOSSYDALE RD-TRACT B,Fairfield,SC,
9788,163-03-00-048-000,CURRENT RESIDENT,1020 KELLY MILLER RD,Fairfield,SC,
9789,181-00-01-032-000,CURRENT RESIDENT,STATE HWY 269,Fairfield,SC,
9790,181-00-04-021-000,CURRENT RESIDENT,BUNDRICK RD,Fairfield,SC,
9791,163-00-00-026-000,CURRENT RESIDENT,VACANT LOT,Fairfield,SC,
9792,181-00-02-003-000,CURRENT RESIDENT,145 GREENBRIER MOSSYDALE RD,Fairfield,SC,
9793,181-00-04-016-000,CURRENT RESIDENT,58 CLAY COURT,Fairfield,SC,
9794,163-00-00-022-000,CURRENT RESIDENT,45 GREENBRIER MOSSYDALE RD,Fairfield,SC,
9795,163-00-00-023-000,CURRENT RESIDENT,2225 STATE HWY 269,Fairfield,SC,
9796,181-00-01-002-000,CURRENT RESIDENT,97 BROOKS QUARRY RD RD,Fairfield,SC,
9797,181-00-04-022-000,CURRENT RESIDENT,351 BUNDRICK RD,Fairfield,SC,
9798,163-03-00-038-000,CURRENT RESIDENT,203 GARIBALDI RD,Fairfield,SC,
9799,181-00-01-028-000,CURRENT RESIDENT,STATE HWY 269,Fairfield,SC,
9800,180-00-02-142-000,CURRENT RESIDENT,478 HARD ROCK RD LOT 5,Fairfield,SC,
9801,180-00-02-143-000,CURRENT RESIDENT,455 HARD ROCK RD LOT 6,Fairfield,SC,
9802,180-00-02-144-000,CURRENT RESIDENT,417 HARD ROCK RD LOT 6,Fairfield,SC,
9803,180-00-02-147-000,CURRENT RESIDENT,289 HARD ROCK RD LOT 73,Fairfield,SC,
9804,180-00-02-148-000,CURRENT RESIDENT,247 HARD ROCK RD LOT 74,Fairfield,SC,
9805,181-00-04-046-000,CURRENT RESIDENT,CLAY COURT,Fairfield,SC,
9806,181-00-02-002-000,CURRENT RESIDENT,PARCEL C,Fairfield,SC,
9807,163-03-00-035-000,CURRENT RESIDENT,345 STONY CIR,Fairfield,SC,
9808,163-03-00-031-000,CURRENT RESIDENT,305 STONY CIR,Fairfield,SC,
9809,163-03-00-027-000,CURRENT RESIDENT,264 STONY CIRCLE,Fairfield,SC,
9810,163-03-00-029-000,CURRENT RESIDENT,265 STONY CIR,Fairfield,SC,
9811,163-03-00-041-000,CURRENT RESIDENT,400 STONY CIR,Fairfield,SC,
9812,163-03-00-033-000,CURRENT RESIDENT,300 STONY CIR,Fairfield,SC,
9813,163-03-00-030-000,CURRENT RESIDENT,283 STONY CIR,Fairfield,SC,
9814,163-03-00-040-000,CURRENT RESIDENT,RION RD & STONEY CIRCLE,Fairfield,SC,
9815,163-03-00-042-000,CURRENT RESIDENT,440 STONY CIR,Fairfield,SC,
9816,163-03-00-034-000,CURRENT RESIDENT,372 & 374 STONY CIRCLE,Fairfield,SC,
9817,163-03-00-032-000,CURRENT RESIDENT,STONY CIR,Fairfield,SC,
9818,181-00-01-010-000,CURRENT RESIDENT,2132 RION RD,Fairfield,SC,
9819,181-00-01-009-000,CURRENT RESIDENT,2126 RION RD,Fairfield,SC,
9820,181-00-01-008-000,CURRENT RESIDENT,71 CREIGHTON RD,Fairfield,SC,
9821,181-00-01-006-000,CURRENT RESIDENT,61 BROOKS QUARRY ROAD,Fairfield,SC,
9822,181-00-01-005-000,CURRENT RESIDENT,168 CREIGHTON RD,Fairfield,SC,
9823,163-03-00-044-000,CURRENT RESIDENT,2197 RION RD,Fairfield,SC,
9824,164-03-01-050-000,CURRENT RESIDENT,US 321 SOUTH,Fairfield,SC,
9825,164-04-00-029-000,CURRENT RESIDENT,198 GUMSPRINGS RD,Fairfield,SC,
9826,182-00-03-022-000,CURRENT RESIDENT,389 CHARMING CIRCLE,Fairfield,SC,
9827,164-03-02-007-000,CURRENT RESIDENT,262 OLD RUFF RD,Fairfield,SC,
9828,164-03-02-030-000,CURRENT RESIDENT,3522 US HWY 321 SOUTH,Fairfield,SC,
9829,163-00-00-019-000,CURRENT RESIDENT,211 BACK FORTY PLACE,Fairfield,SC,
9830,164-03-02-035-000,CURRENT RESIDENT,3688 US HWY 321 SOUTH,Fairfield,SC,
9831,164-03-02-037-000,CURRENT RESIDENT,3770 US HWY 321 SOUTH,Fairfield,SC,
9832,164-03-02-038-000,CURRENT RESIDENT,3784 US HWY 321 SOUTH,Fairfield,SC,
9833,164-03-02-039-000,CURRENT RESIDENT,3874 US HWY 321 S,Fairfield,SC,
9834,164-03-02-040-000,CURRENT RESIDENT,3826 US HWY 321 SOUTH,Fairfield,SC,
9835,164-03-02-041-000,CURRENT RESIDENT,3850 US HWY 321 SOUTH,Fairfield,SC,
9836,164-03-02-043-000,CURRENT RESIDENT,3928 US HWY 321 SOUTH,Fairfield,SC,
9837,164-03-02-044-000,CURRENT RESIDENT,3948 US HWY 321 SOUTH,Fairfield,SC,
9838,164-03-02-025-000,CURRENT RESIDENT,OFF OLD RUFF RD RD,Fairfield,SC,
9839,164-03-02-046-000,CURRENT RESIDENT,4086 US HWY 321 SOUTH,Fairfield,SC,
9840,164-03-02-033-000,CURRENT RESIDENT,3612 US HWY 321 SOUTH,Fairfield,SC,
9841,182-00-01-026-000,CURRENT RESIDENT,4336 US HWY 321 SOUTH,Fairfield,SC,
9842,182-00-01-027-000,CURRENT RESIDENT,4388 US HWY 321 SOUTH,Fairfield,SC,
9843,182-00-01-028-000,CURRENT RESIDENT,4 HUNGRY HOLLOW RD,Fairfield,SC,
9844,181-00-02-008-000,CURRENT RESIDENT,HUNGRY HOLLOW RD LOT,Fairfield,SC,
9845,182-00-01-001-000,CURRENT RESIDENT,TRUESDALE RD,Fairfield,SC,
9846,181-00-02-013-000,CURRENT RESIDENT,28 TRUESDALE RD,Fairfield,SC,
9847,181-00-02-012-000,CURRENT RESIDENT,62 TRUESDALE RD,Fairfield,SC,
9848,182-00-01-002-000,CURRENT RESIDENT,94 TRUESDALE RD,Fairfield,SC,
9849,182-00-01-003-000,CURRENT RESIDENT,132 TRUESDALE RD,Fairfield,SC,
9850,182-00-01-004-000,CURRENT RESIDENT,168 TRUESDALE RD,Fairfield,SC,
9851,182-00-01-007-000,CURRENT RESIDENT,TRUESDALE RD,Fairfield,SC,
9852,182-00-01-008-000,CURRENT RESIDENT,278 TRUESDALE RD,Fairfield,SC,
9853,182-00-01-013-000,CURRENT RESIDENT,866 HUNGRY HOLLOW RD,Fairfield,SC,
9854,182-00-01-014-000,CURRENT RESIDENT,846 HUNGRY HOLLOW RD,Fairfield,SC,
9855,182-00-01-015-000,CURRENT RESIDENT,826 HUNGRY HOLLOW RD,Fairfield,SC,
9856,182-00-01-017-000,CURRENT RESIDENT,726 HUNGRY HOLLOW RD,Fairfield,SC,
9857,182-00-01-022-000,CURRENT RESIDENT,352 HUNGRY HOLLOW RD,Fairfield,SC,
9858,182-00-01-020-000,CURRENT RESIDENT,422 HUNGRY HOLLOW RD,Fairfield,SC,
9859,182-00-01-019-000,CURRENT RESIDENT,480 HUNGRY HOLLOW RD,Fairfield,SC,
9860,182-00-01-018-000,CURRENT RESIDENT,576 HUNGRY HOLLOW RD,Fairfield,SC,
9861,181-00-02-004-000,CURRENT RESIDENT,215 GREENBRIER MOSSYDALE RD,Fairfield,SC,
9862,163-00-00-028-000,CURRENT RESIDENT,1709 STATE HWY 269,Fairfield,SC,
9863,163-00-00-027-000,CURRENT RESIDENT,STATE HWY 269,Fairfield,SC,
9864,181-00-02-011-000,CURRENT RESIDENT,83 TRUESDALE RD,Fairfield,SC,
9865,181-00-02-007-000,CURRENT RESIDENT,1210 HUNGRY HOLLOW RD,Fairfield,SC,
9866,181-00-02-010-000,CURRENT RESIDENT,HUNGRY HOLLOW RD,Fairfield,SC,
9867,164-03-02-026-000,CURRENT RESIDENT,451 OLD RUFF RD,Fairfield,SC,
9868,164-03-02-005-000,CURRENT RESIDENT,408 OLD RUFF RD,Fairfield,SC,
9869,164-03-02-028-000,CURRENT RESIDENT,413 OLD RUFF RD,Fairfield,SC,
9870,181-00-02-014-000,CURRENT RESIDENT,908 HUNGRY HOLLOW RD,Fairfield,SC,
9871,182-00-01-012-000,CURRENT RESIDENT,898 HUNGRY HOLLOW RD,Fairfield,SC,
9872,163-00-00-030-000,CURRENT RESIDENT,174 BACK FORTY PLACE,Fairfield,SC,
9873,182-00-01-016-000,CURRENT RESIDENT,800 HUNGRY HOLLOW RD,Fairfield,SC,
9874,163-00-00-029-000,CURRENT RESIDENT,1729 STATE HWY 269,Fairfield,SC,
9875,181-00-02-006-000,CURRENT RESIDENT,HUNGRY HOLLOW RD,Fairfield,SC,
9876,182-00-01-005-000,CURRENT RESIDENT,210 TRUESDALE RD,Fairfield,SC,
9877,182-00-01-006-000,CURRENT RESIDENT,230 TRUESDALE RD,Fairfield,SC,
9878,164-03-02-027-000,CURRENT RESIDENT,403 OLD RUFF RD,Fairfield,SC,
9879,164-03-02-034-000,CURRENT RESIDENT,3650 US HWY 321 SOUTH,Fairfield,SC,
9880,164-03-02-036-000,CURRENT RESIDENT,US HWY 321 SOUTH,Fairfield,SC,
9881,164-03-02-006-000,CURRENT RESIDENT,290 OLD RUFF ROAD,Fairfield,SC,
9882,181-00-02-009-000,CURRENT RESIDENT,HUNGRY HOLLOW ROAD,Fairfield,SC,
9883,182-00-02-015-000,CURRENT RESIDENT,51 HUNGRY HOLLOW RD,Fairfield,SC,
9884,182-00-02-014-000,CURRENT RESIDENT,4558 US HWY 321 SOUTH,Fairfield,SC,
9885,165-00-03-006-000,CURRENT RESIDENT,4387 STATE HWY 34E,Fairfield,SC,
9886,165-00-03-005-000,CURRENT RESIDENT,4333 STATE HWY 34 EAST,Fairfield,SC,
9887,165-00-02-044-000,CURRENT RESIDENT,JEWEL DR,Fairfield,SC,
9888,165-00-02-045-000,CURRENT RESIDENT,SIMPSON-ROBINSON LOT 17,Fairfield,SC,
9889,165-00-02-048-000,CURRENT RESIDENT,JEWEL DR LOTS 7 & 9,Fairfield,SC,
9890,165-00-02-046-000,CURRENT RESIDENT,263 JEWEL DR SIMPSON-ROBINSON LOT 1,Fairfield,SC,
9891,165-00-02-050-000,CURRENT RESIDENT,331 JEWEL DRIVE SIMPSON-ROBINSON LOT,Fairfield,SC,
9892,165-00-02-049-000,CURRENT RESIDENT,LOT 5,Fairfield,SC,
9893,165-00-02-042-000,CURRENT RESIDENT,200FT N INT HWY 34 & S-20-115 E HWY,Fairfield,SC,
9894,165-00-02-059-000,CURRENT RESIDENT,1300FT N INT S-20-115 & HWY 34 800,Fairfield,SC,
9896,165-00-02-053-000,CURRENT RESIDENT,OFF SC-34 E,Fairfield,SC,
9897,165-00-02-058-000,CURRENT RESIDENT,1100FT N INT S-20-115 & HWY 34 550,Fairfield,SC,
9898,167-04-02-002-000,CURRENT RESIDENT,STATE HWY 34 EAST,Fairfield,SC,
9899,167-04-01-003-000,CURRENT RESIDENT,7891 STATE HWY 34,Fairfield,SC,
9900,181-00-04-028-000,CURRENT RESIDENT,607 BUNDRICK RD,Fairfield,SC,
9901,181-00-04-031-000,CURRENT RESIDENT,643 BUNDRICK RD,Fairfield,SC,
9902,181-00-04-027-000,CURRENT RESIDENT,545 BUNDRICK RD,Fairfield,SC,
9903,181-00-04-032-000,CURRENT RESIDENT,651 BUNDRICK RD,Fairfield,SC,
9904,181-00-04-029-000,CURRENT RESIDENT,631 BUNDRICK RD,Fairfield,SC,
9905,181-00-03-024-000,CURRENT RESIDENT,3869 STATE HWY 269,Fairfield,SC,
9906,181-00-03-029-000,CURRENT RESIDENT,646 BUNDRICK RD-TRACT B,Fairfield,SC,
9907,181-00-03-026-000,CURRENT RESIDENT,574 BUNDRICK RD,Fairfield,SC,
9908,186-03-01-021-000,CURRENT RESIDENT,1172 US HWY 21 SOUTH,Fairfield,SC,
9909,186-03-01-022-000,CURRENT RESIDENT,3500FT N INT HWY 21 & S- 20-46 W HW,Fairfield,SC,
9910,186-03-01-029-000,CURRENT RESIDENT,1252 US HWY 21 SOUTH,Fairfield,SC,
9911,186-03-01-038-000,CURRENT RESIDENT,1376 US HWY 21 SOUTH,Fairfield,SC,
9912,186-03-01-039-000,CURRENT RESIDENT,1430 US HWY 21 SOUTH,Fairfield,SC,
9913,186-03-05-019-000,CURRENT RESIDENT,1806 US HWY 21 SOUTH,Fairfield,SC,
9914,203-00-01-177-000,CURRENT RESIDENT,242 REEDS LN,Fairfield,SC,
9915,203-00-01-012-000,CURRENT RESIDENT,205 REEDS LN,Fairfield,SC,
9916,203-00-01-014-000,CURRENT RESIDENT,3200FT S INT S-20-46 & HWY 21 W H,Fairfield,SC,
9917,203-00-01-017-000,CURRENT RESIDENT,2494 US HWY 21 SOUTH,Fairfield,SC,
9918,203-00-01-019-000,CURRENT RESIDENT,2528 US HWY 21 SOUTH,Fairfield,SC,
9919,203-00-01-031-000,CURRENT RESIDENT,US HWY 21 SOUTH,Fairfield,SC,
9920,203-00-02-022-000,CURRENT RESIDENT,4450FT S INT HWY 21 & S- 20-46 E HW,Fairfield,SC,
9921,203-00-02-021-000,CURRENT RESIDENT,2487 US HWY 21 SOUTH,Fairfield,SC,
9922,203-00-02-101-000,CURRENT RESIDENT,2263 US HWY 21 S,Fairfield,SC,
9923,203-00-01-016-000,CURRENT RESIDENT,2474 US HWY 21 SOUTH #5561-51,Fairfield,SC,
9924,185-04-03-002-000,CURRENT RESIDENT,2187 HOOD RD,Fairfield,SC,
9925,203-00-01-018-000,CURRENT RESIDENT,US HWY 21 SOUTH,Fairfield,SC,
9926,185-04-03-012-000,CURRENT RESIDENT,1641 HOOD ROAD,Fairfield,SC,
9927,185-04-03-009-000,CURRENT RESIDENT,1729 HOOD RD,Fairfield,SC,
9928,185-04-03-006-000,CURRENT RESIDENT,2055 HOOD ROAD,Fairfield,SC,
9929,185-04-03-017-000,CURRENT RESIDENT,1167 1217 & 1219 HOOD ROAD,Fairfield,SC,
9930,186-03-05-020-000,CURRENT RESIDENT,1862 US HWY 21 SOUTH,Fairfield,SC,
9931,185-04-03-011-000,CURRENT RESIDENT,1669 HOOD ROAD,Fairfield,SC,
9932,183-02-01-020-000,CURRENT RESIDENT,436 SYRUP MILL ROAD,Fairfield,SC,
9933,183-02-01-022-000,CURRENT RESIDENT,488 SYRUP MILL RD,Fairfield,SC,
9934,183-02-01-023-000,CURRENT RESIDENT,508 SYRUP MILL ROAD #5040-51,Fairfield,SC,
9935,183-02-01-024-000,CURRENT RESIDENT,546 SYRUP MILL ROAD,Fairfield,SC,
9936,183-02-01-025-000,CURRENT RESIDENT,554 SYRUP MILL RD,Fairfield,SC,
9937,183-02-01-026-000,CURRENT RESIDENT,578 SYRUP MILL RD,Fairfield,SC,
9938,183-02-01-027-000,CURRENT RESIDENT,602 SYRUP MILL ROAD,Fairfield,SC,
9939,183-02-01-028-000,CURRENT RESIDENT,650 SYRUP MILL ROAD,Fairfield,SC,
9940,183-02-01-029-000,CURRENT RESIDENT,672 SYRUP MILL ROAD,Fairfield,SC,
9941,183-02-01-030-000,CURRENT RESIDENT,696 SYRUP MILL ROAD,Fairfield,SC,
9942,183-02-01-031-000,CURRENT RESIDENT,720 SYRUP MILL ROAD,Fairfield,SC,
9943,183-02-01-032-000,CURRENT RESIDENT,742 SYRUP MILL ROAD,Fairfield,SC,
9944,183-02-01-033-000,CURRENT RESIDENT,760 SYRUP MILL ROAD,Fairfield,SC,
9945,183-02-01-034-000,CURRENT RESIDENT,SYRUP MILL ROAD,Fairfield,SC,
9946,183-02-01-035-000,CURRENT RESIDENT,786 SYRUP MILL RD,Fairfield,SC,
9947,183-02-02-006-000,CURRENT RESIDENT,212 TRUE LUCK LANE,Fairfield,SC,
9948,183-02-01-043-000,CURRENT RESIDENT,279 TRUE LUCK LANE,Fairfield,SC,
9949,183-02-01-045-000,CURRENT RESIDENT,LOT 2-DEVILS RACE TRACK RD RD,Fairfield,SC,
9950,183-02-01-021-000,CURRENT RESIDENT,MICROWAVE AVE,Fairfield,SC,
9951,183-02-01-011-000,CURRENT RESIDENT,151 DEVILS RACE TRACK RD LOT,Fairfield,SC,
9952,183-02-01-015-000,CURRENT RESIDENT,414 SYRUP MILL ROAD,Fairfield,SC,
9953,183-02-01-041-000,CURRENT RESIDENT,237 TRUE LUCK LANE,Fairfield,SC,
9954,183-02-02-003-000,CURRENT RESIDENT,433 DEVILS RACE TRACK ROAD,Fairfield,SC,
9955,183-02-01-036-000,CURRENT RESIDENT,81 TRUE LUCK LANE,Fairfield,SC,
9956,183-02-01-042-000,CURRENT RESIDENT,261 TRUE LUCK LANE,Fairfield,SC,
9957,183-02-02-009-000,CURRENT RESIDENT,358 & 328 TRUE LUCK LANE,Fairfield,SC,
9958,183-02-02-001-000,CURRENT RESIDENT,461 DEVILS RACE TRACK ROAD,Fairfield,SC,
9959,183-02-02-008-000,CURRENT RESIDENT,290 TRUE LUCK LANE,Fairfield,SC,
9960,183-02-01-019-000,CURRENT RESIDENT,1500` S OF INT S-20-115 & S-20-93,Fairfield,SC,
9961,183-02-01-038-000,CURRENT RESIDENT,TRUE LUCK LANE,Fairfield,SC,
9962,183-02-01-018-000,CURRENT RESIDENT,N OF TRUE LUCK LANE,Fairfield,SC,
9963,183-02-01-037-000,CURRENT RESIDENT,N OF TRUE LUCK LANE,Fairfield,SC,
9964,183-02-01-040-000,CURRENT RESIDENT,213 TRUE LUCK LANE,Fairfield,SC,
9965,183-02-01-039-000,CURRENT RESIDENT,163 TRUE LUCK LANE,Fairfield,SC,
9966,183-02-01-009-000,CURRENT RESIDENT,264 SYRUP MILL ROAD LOT 1,Fairfield,SC,
9967,183-02-01-010-000,CURRENT RESIDENT,310 SYRUP MILL RD,Fairfield,SC,
9968,183-02-01-013-000,CURRENT RESIDENT,372 SYRUP MILL ROAD,Fairfield,SC,
9969,183-02-01-044-000,CURRENT RESIDENT,335 TRUE LUCK LANE,Fairfield,SC,
9970,183-02-02-005-000,CURRENT RESIDENT,152 TRUE LUCK LANE,Fairfield,SC,
9971,165-00-03-004-000,CURRENT RESIDENT,3830 STATE HWY 34 EAST,Fairfield,SC,
9972,183-02-03-004-000,CURRENT RESIDENT,3852 STATE HWY 34 EAST,Fairfield,SC,
9973,165-00-03-002-000,CURRENT RESIDENT,95 SYRUP MILL ROAD,Fairfield,SC,
9974,183-02-03-018-000,CURRENT RESIDENT,4242 STATE HWY 34 EAST,Fairfield,SC,
9975,183-02-03-025-000,CURRENT RESIDENT,4352 STATE HWY 34 EAST,Fairfield,SC,
9976,183-02-03-030-000,CURRENT RESIDENT,359 SYRUP MILL RD,Fairfield,SC,
9977,183-02-03-031-000,CURRENT RESIDENT,SYRUP MILL ROAD,Fairfield,SC,
9978,183-02-03-019-000,CURRENT RESIDENT,SC HWY 34 E & CLOVER LANE,Fairfield,SC,
9979,183-02-03-048-000,CURRENT RESIDENT,HWY 34,Fairfield,SC,
9980,183-02-03-020-000,CURRENT RESIDENT,4268 STATE HWY 34 EAST,Fairfield,SC,
9981,183-02-03-021-000,CURRENT RESIDENT,STATE HWY 34 EAST,Fairfield,SC,
9982,184-00-00-001-000,CURRENT RESIDENT,4436 STATE HWY 34 EAST,Fairfield,SC,
9983,166-00-00-023-000,CURRENT RESIDENT,4466 STATE HWY 34 EAST,Fairfield,SC,
